gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,chat_luong_giac_ngu,so_lan_vang_mat,gpa
21.5,8.17,6.91,1,11.1,0,4.5,6.2,2,5.32
31.8,8.49,7.0,1,13.0,0,8.1,5.4,2,6.19
59.9,5.91,6.48,1,17.0,1,3.5,7.1,3,5.86
33.7,7.68,6.05,0,16.7,0,5.8,7.1,5,3.98
26.9,7.95,6.45,1,12.1,0,4.0,5.3,3,5.0
39.2,7.43,6.23,1,6.9,0,6.7,8.6,8,5.33
34.8,6.71,7.65,1,14.7,0,10.7,7.3,3,5.27
34.2,8.52,5.93,0,14.6,1,10.8,7.9,2,5.21
36.1,7.1,8.33,1,11.8,1,4.7,9.5,6,6.76
50.6,6.01,7.75,1,21.4,0,1.6,5.8,2,6.02
18.7,5.45,7.02,1,17.9,0,22.0,3.9,2,2.65
34.7,8.76,7.0,0,15.7,0,16.1,6.1,3,5.9
20.7,8.12,6.44,1,13.2,1,33.8,9.6,6,4.14
35.6,7.59,7.27,0,23.7,0,6.1,7.0,1,4.7
20.8,7.06,8.09,1,9.2,0,0.5,6.7,2,5.53
25.8,6.97,6.3,0,12.5,1,22.1,6.2,5,3.35
27.0,6.42,5.47,1,12.7,0,7.2,7.0,3,3.03
39.8,7.07,7.7,0,16.5,0,3.7,6.1,2,6.07
39.2,5.38,7.32,1,18.3,1,8.8,6.3,2,4.57
17.5,6.76,5.88,1,8.3,0,5.5,8.6,1,3.71
30.5,7.19,6.27,0,11.6,0,8.6,10.0,1,4.97
22.9,8.11,6.14,0,17.2,0,5.5,5.7,2,4.1
17.4,7.46,6.28,1,11.7,1,2.4,6.2,2,3.72
27.8,8.29,6.68,1,13.0,0,13.0,6.2,2,5.26
26.9,8.85,6.73,0,15.9,1,7.4,9.4,2,5.83
54.3,8.56,6.35,1,10.1,1,18.5,8.1,4,7.16
34.3,7.97,6.24,1,16.4,0,1.5,6.6,6,4.9
16.2,7.51,6.77,0,18.1,0,12.3,6.2,4,3.35
24.4,6.52,7.17,1,15.2,0,9.6,9.3,5,4.29
40.2,8.24,6.68,0,22.1,0,20.6,7.1,4,5.18
50.9,9.18,8.16,0,18.6,1,8.2,6.9,2,8.2
14.1,7.84,7.51,1,14.8,1,10.4,3.8,4,4.08
11.2,9.42,5.41,0,13.4,0,2.0,8.2,1,3.76
48.7,5.97,7.52,0,23.8,1,0.5,7.0,1,5.79
33.9,6.35,7.61,1,11.7,1,16.0,7.2,4,5.78
21.3,8.36,6.57,1,13.6,0,17.2,7.2,1,4.95
35.3,7.76,5.5,0,13.0,0,1.7,8.4,5,4.21
3.6,8.81,7.01,0,17.0,0,3.1,3.7,1,3.67
30.0,7.48,6.99,1,26.3,1,11.8,5.2,4,4.15
33.3,6.63,5.88,1,16.2,0,22.2,9.9,3,4.42
39.2,7.29,5.55,1,13.4,0,6.1,5.2,4,4.04
19.9,5.97,6.91,0,15.9,1,9.0,5.9,4,2.64
30.9,6.37,6.77,1,8.4,0,9.0,8.9,3,5.07
20.7,8.47,6.58,0,14.1,1,8.2,7.1,5,4.13
32.6,8.37,6.92,1,23.5,0,3.9,7.1,2,5.61
21.0,7.86,5.9,0,18.3,1,9.7,9.4,3,3.73
25.9,5.78,6.57,1,21.2,0,8.1,6.1,3,2.98
20.0,7.14,7.53,0,20.1,1,4.9,6.2,0,4.18
36.5,6.28,6.65,1,11.5,0,28.5,8.1,2,4.75
38.6,8.68,5.33,0,24.6,1,2.1,7.2,2,4.43
27.7,6.92,6.53,1,6.1,1,26.8,8.5,2,4.73
30.4,6.41,5.93,1,16.7,0,11.6,6.0,5,2.99
15.5,7.53,7.27,0,4.7,1,15.2,7.3,2,4.32
27.0,6.86,7.32,0,6.4,1,3.2,6.9,7,4.29
29.5,8.98,5.34,0,19.7,0,28.7,6.4,3,3.82
56.2,6.77,7.76,0,11.5,0,6.9,5.1,2,6.86
18.9,6.1,5.89,0,21.2,1,17.8,6.4,4,1.88
44.6,5.35,8.56,1,4.1,0,9.1,6.2,1,6.94
40.0,7.47,6.95,1,14.6,1,2.3,8.9,1,6.65
32.8,6.94,5.75,1,8.9,0,1.8,7.9,2,4.75
47.6,6.07,5.86,0,13.4,1,21.7,7.7,0,4.72
33.7,8.69,7.35,0,22.7,0,0.9,6.7,3,5.68
33.9,8.17,6.61,1,24.0,0,7.7,5.7,5,5.07
29.5,7.47,6.9,0,17.6,1,14.4,7.3,0,4.81
42.2,8.86,8.61,0,7.0,0,13.6,9.1,1,9.06
41.0,8.16,6.3,0,9.0,0,5.2,5.7,5,5.48
23.7,6.68,7.06,0,15.8,1,6.4,7.7,1,4.48
16.8,6.46,8.42,0,11.0,0,23.5,6.3,1,4.3
28.0,8.32,7.27,1,18.3,0,6.3,7.0,3,5.73
22.0,7.9,5.39,0,23.4,0,7.5,6.8,4,2.55
29.4,7.67,7.51,1,10.1,0,3.9,7.7,0,6.54
42.4,6.65,5.84,1,10.5,1,11.7,6.8,6,4.57
25.4,8.11,8.41,1,9.1,1,29.8,6.2,2,6.31
29.6,6.74,6.18,0,13.7,0,7.0,4.6,3,3.35
30.6,7.4,9.97,0,15.3,0,2.0,7.3,4,7.72
38.5,8.95,8.47,0,15.1,1,2.9,7.9,2,7.92
7.5,6.84,6.2,0,19.5,0,10.0,7.1,2,1.97
23.9,5.93,7.02,1,17.0,0,4.6,6.9,4,3.48
32.1,6.45,7.75,0,14.7,0,16.5,9.2,2,5.49
42.0,8.49,7.78,1,15.2,0,7.0,9.4,3,8.01
25.1,7.75,7.44,1,15.4,1,14.6,8.6,3,5.61
11.2,7.37,8.25,1,14.7,1,9.8,7.5,0,5.2
36.2,6.99,6.88,1,11.6,0,2.6,7.1,3,5.72
23.6,7.99,6.63,1,9.0,0,5.1,5.4,2,4.78
18.1,6.65,6.65,1,15.7,0,7.5,4.1,4,3.13
23.8,7.81,7.86,0,12.5,0,30.1,9.1,1,5.85
28.2,6.77,7.37,0,17.6,0,20.1,7.2,2,4.52
24.0,6.6,7.29,0,15.4,0,2.6,10.0,7,4.28
7.9,6.86,7.8,0,15.1,1,6.9,6.1,6,2.73
39.0,7.12,4.95,0,19.9,1,10.1,7.6,1,3.42
42.7,7.45,7.31,0,8.0,0,4.1,8.5,3,6.47
36.5,7.74,7.22,0,23.8,0,5.1,6.0,4,5.02
18.6,3.81,8.67,1,4.1,1,2.3,6.6,2,4.13
28.0,6.69,5.47,0,22.3,0,10.7,6.7,5,2.31
29.9,7.11,8.56,1,16.0,0,3.5,6.4,4,6.03
36.0,9.01,7.08,0,12.4,0,1.6,7.6,1,6.59
36.7,6.42,7.49,1,7.6,0,6.6,7.1,2,6.15
22.7,7.66,8.68,0,12.0,0,11.1,3.9,3,5.45
30.8,9.0,7.56,1,14.2,1,8.1,7.2,1,7.19
34.6,6.19,7.4,0,16.0,0,8.6,7.6,3,4.61
44.6,7.89,7.24,0,22.2,0,5.2,6.9,5,5.49
37.0,6.7,6.52,1,15.4,0,5.4,9.5,1,5.69
37.9,7.0,6.97,1,16.6,0,26.1,7.5,1,5.54
30.8,6.7,6.28,0,16.8,0,19.2,7.0,1,3.96
44.1,6.77,6.96,1,13.4,1,9.0,8.4,4,5.71
34.1,10.0,4.66,0,14.0,0,3.5,10.0,2,5.24
21.4,8.34,7.43,0,14.5,1,16.1,6.8,3,5.17
44.0,8.6,6.88,1,18.1,1,22.9,8.6,4,6.9
37.0,7.99,6.66,0,10.4,1,15.2,9.8,6,5.43
25.6,5.89,7.22,0,12.5,0,7.0,6.7,3,3.64
25.2,7.89,5.57,0,16.8,0,9.8,5.2,6,2.75
33.0,8.57,8.93,0,9.6,0,4.9,7.7,4,7.29
34.6,6.65,6.9,0,15.6,0,10.2,9.0,5,4.81
32.0,8.47,6.85,0,12.3,0,9.2,6.6,2,5.65
33.1,8.2,6.03,1,17.5,1,14.6,8.6,2,5.35
47.0,9.35,7.02,0,21.9,1,5.3,5.7,3,6.82
40.7,7.08,8.39,0,12.3,0,29.4,6.6,6,6.17
31.9,6.4,8.04,1,18.8,1,2.2,6.9,3,5.59
39.4,7.14,7.85,0,16.0,0,11.0,6.8,4,5.56
19.7,8.94,7.55,0,13.1,0,16.6,5.7,2,5.58
34.0,5.67,6.64,1,15.0,0,3.9,6.5,3,4.17
48.1,5.43,5.55,1,21.5,0,11.8,4.0,4,3.27
27.8,7.59,6.8,0,14.1,0,13.7,8.0,1,4.63
21.5,7.06,6.76,1,21.5,0,10.7,7.1,1,4.02
23.5,7.51,8.05,1,14.4,0,22.3,8.7,1,6.02
19.1,8.45,7.31,1,7.9,0,15.2,6.9,0,6.03
22.2,6.95,8.61,1,14.3,0,2.6,4.3,1,6.0
26.3,5.63,8.2,0,7.5,0,9.9,7.5,0,5.26
15.9,9.54,6.54,0,13.4,0,6.6,6.0,4,4.54
30.2,6.5,5.2,1,13.2,0,15.8,8.6,3,3.19
39.0,6.44,8.39,1,24.1,0,12.3,6.7,5,5.78
20.9,8.6,8.36,1,23.0,0,8.7,10.0,7,6.29
45.2,7.12,5.63,0,15.4,0,4.1,5.7,5,4.29
35.1,7.44,8.51,0,21.1,0,5.5,7.4,3,6.58
40.3,7.98,7.38,1,13.0,1,3.3,7.9,2,6.94
23.4,8.58,7.16,1,7.9,0,11.2,6.5,3,5.67
38.5,7.17,8.61,0,17.6,0,4.7,5.0,4,6.0
19.1,9.02,8.34,1,16.8,0,7.5,6.7,4,6.36
38.9,5.36,7.65,1,10.3,0,19.8,4.3,5,4.44
31.7,8.26,7.47,0,10.5,1,16.6,6.0,5,5.4
35.5,6.66,7.62,0,19.7,0,18.2,6.7,6,4.88
18.2,8.87,6.6,0,6.6,0,3.0,8.5,4,5.26
21.0,7.64,6.94,1,17.8,0,2.0,7.4,1,4.89
36.0,6.83,6.1,0,13.4,0,46.2,6.4,2,3.71
20.5,8.16,6.67,1,17.8,1,8.3,6.3,2,4.51
34.6,8.39,6.63,1,19.9,0,6.2,6.2,2,5.49
16.3,8.14,6.36,0,10.6,0,4.9,8.4,6,4.05
38.5,6.47,7.14,0,9.3,0,4.9,4.8,2,5.26
17.7,7.02,6.68,1,22.3,0,15.5,5.7,6,2.86
35.5,7.5,7.5,1,14.7,0,5.4,4.8,5,5.46
36.3,7.46,5.38,0,16.6,0,3.9,7.9,2,3.97
23.0,8.25,6.89,0,19.6,0,11.3,9.3,4,5.18
35.8,5.49,7.13,1,10.2,0,4.5,7.9,4,4.36
32.6,7.83,6.69,1,19.5,0,6.4,8.0,5,5.35
24.6,7.21,6.83,0,18.2,1,0.5,6.2,1,3.91
19.9,6.66,5.41,1,22.4,0,17.4,7.7,4,2.3
10.4,6.76,7.36,1,22.3,0,13.1,5.9,2,3.27
33.5,7.29,7.65,0,15.3,0,11.1,6.1,1,5.58
14.4,3.9,7.49,1,18.8,0,14.7,6.9,3,1.66
31.0,6.8,8.04,1,15.2,1,6.7,7.1,1,5.74
27.4,6.62,7.2,0,15.7,0,11.0,9.7,3,4.66
36.8,8.03,7.48,1,9.4,0,14.6,8.3,1,6.99
27.0,6.69,7.16,1,13.9,1,5.4,7.2,1,4.99
26.7,7.28,7.69,1,6.0,0,18.6,9.6,5,6.24
37.3,9.04,5.42,0,14.3,1,20.0,10.0,2,5.8
33.4,8.49,6.11,1,21.6,0,5.9,7.0,3,5.35
33.2,8.4,8.59,0,18.9,0,33.3,7.6,1,6.7
34.7,7.0,4.54,0,15.6,0,9.3,5.1,5,2.2
14.6,8.04,6.86,0,14.0,1,13.8,7.2,1,4.12
37.6,7.27,8.17,1,12.3,0,11.2,6.0,2,7.1
36.1,7.3,6.91,0,10.4,0,19.9,4.2,2,4.65
19.8,7.91,6.59,1,19.1,0,12.3,8.5,5,4.18
27.6,6.9,7.13,0,7.3,0,12.2,7.2,3,4.64
29.6,8.99,6.65,1,7.2,0,14.7,5.7,2,6.09
28.7,7.34,7.03,0,19.5,0,5.8,4.3,0,4.49
33.3,8.12,6.32,0,16.0,0,16.7,6.1,3,4.73
44.3,8.96,8.11,1,15.2,0,12.7,6.0,7,7.47
40.8,8.53,8.42,0,16.0,0,11.1,6.8,3,7.41
16.9,6.09,6.87,0,25.1,0,0.9,4.4,1,2.46
36.2,7.94,5.61,1,15.3,0,8.0,7.6,3,4.87
43.3,8.35,6.48,1,16.5,0,6.8,8.0,7,5.97
33.9,8.39,6.82,0,25.3,0,3.3,5.0,3,4.47
40.9,6.39,7.51,1,14.7,0,11.3,4.5,6,4.93
50.1,6.84,5.99,1,23.6,0,16.0,8.5,2,5.54
40.2,8.49,6.23,0,4.5,1,5.2,6.8,5,5.8
32.5,6.74,7.51,0,9.2,0,3.0,8.0,2,5.0
40.5,7.2,7.94,0,11.7,0,4.9,7.2,5,6.08
31.4,9.08,6.38,0,17.9,1,35.9,6.9,2,5.19
30.2,7.45,5.67,0,23.9,0,10.5,8.6,4,3.65
26.5,6.77,10.0,0,12.0,0,5.5,8.3,3,7.12
45.6,6.62,7.78,0,19.9,1,16.2,7.6,3,6.22
21.8,7.83,6.73,0,26.2,0,10.4,7.7,6,3.17
45.3,6.17,7.87,0,22.8,1,14.3,6.3,6,4.99
35.0,7.25,6.88,0,13.0,0,5.6,7.8,6,4.84
16.0,7.83,7.87,1,19.3,1,5.1,9.3,1,5.49
33.7,8.8,7.16,1,16.7,0,5.0,8.5,3,6.48
9.0,8.17,7.09,0,11.7,1,3.9,4.2,4,3.13
36.3,6.79,6.89,0,17.1,0,10.5,7.7,2,5.04
38.9,8.68,5.55,1,12.6,0,21.8,7.8,4,5.63
24.1,7.2,8.94,1,15.6,1,11.1,8.7,3,6.73
31.2,6.26,6.06,0,8.1,0,18.2,8.9,5,3.61
49.5,7.33,5.64,0,6.2,1,4.7,7.7,5,5.5
24.9,8.94,6.79,0,13.6,0,12.7,5.1,4,4.77
19.4,7.67,6.04,1,16.6,1,9.3,6.8,6,3.1
44.8,7.51,6.95,1,9.4,0,12.8,5.8,1,6.61
49.6,9.14,7.69,1,17.6,1,4.8,5.3,4,7.65
30.0,6.07,8.0,1,15.2,0,6.6,9.1,3,5.57
40.1,6.21,7.81,1,18.3,0,3.9,6.3,1,5.61
43.4,5.88,6.69,0,19.7,0,21.9,10.0,2,4.74
22.6,7.87,7.05,1,21.7,1,24.4,6.4,2,4.4
25.1,7.67,7.41,0,18.0,1,8.0,5.9,5,3.88
42.3,9.04,5.24,0,13.5,0,4.5,7.9,4,4.79
46.9,7.74,7.57,0,15.9,0,11.5,6.9,10,5.76
35.6,7.1,5.54,1,26.6,0,5.3,7.4,1,3.86
21.2,7.5,9.04,1,19.9,0,21.4,6.2,2,5.74
49.9,7.62,6.6,1,15.4,0,10.1,6.2,1,6.48
24.7,5.83,6.82,0,14.2,0,18.8,6.3,3,2.91
26.6,10.0,6.23,0,12.0,0,7.7,5.4,8,4.75
33.4,8.02,6.37,0,9.1,0,1.1,8.4,6,4.56
45.5,7.71,9.27,0,23.5,0,6.2,7.3,1,8.17
38.5,8.12,7.94,0,17.4,0,2.9,7.2,3,7.25
34.1,8.21,5.45,0,8.7,0,8.3,8.0,2,4.69
34.6,7.36,8.5,1,14.4,0,3.2,7.5,3,6.92
30.4,6.87,8.19,1,21.4,1,6.3,10.0,7,5.8
35.6,8.1,6.72,0,12.8,0,19.0,7.6,0,5.7
4.7,7.89,7.31,1,10.9,0,2.2,3.9,5,3.61
27.0,6.69,6.99,0,16.8,1,10.8,6.3,3,3.64
32.4,8.92,8.97,0,18.3,0,7.9,5.6,3,7.16
18.5,7.79,6.2,1,12.8,1,3.4,7.7,3,3.97
33.9,8.23,7.15,1,12.0,1,21.0,6.4,3,5.56
28.0,8.89,6.57,0,17.3,0,17.9,7.8,1,5.35
47.6,7.52,5.57,1,9.4,1,4.5,6.0,5,4.99
45.7,7.82,9.19,1,12.3,0,5.9,7.3,2,8.88
25.3,8.31,5.82,0,14.4,0,5.4,6.2,4,3.67
28.5,6.78,7.22,1,18.7,0,13.0,6.5,4,4.46
29.3,7.55,5.26,0,12.9,0,13.2,7.3,3,3.16
25.5,7.63,6.6,1,17.8,0,12.1,7.7,1,4.71
32.0,6.54,7.42,1,20.8,1,4.7,9.1,1,5.51
22.4,9.82,6.18,1,12.5,0,12.2,8.7,3,5.76
18.7,6.09,7.59,0,31.1,1,19.8,8.4,5,2.41
36.2,6.2,6.73,0,22.1,1,17.2,7.6,2,3.74
36.3,8.81,8.16,1,16.4,0,17.4,6.3,6,6.47
22.0,8.21,8.36,0,14.1,0,6.6,7.9,2,6.23
39.0,6.47,6.41,1,12.2,1,10.4,8.8,2,5.07
23.7,8.11,7.08,0,23.3,0,19.9,8.8,2,4.84
32.5,8.97,7.18,0,16.1,1,22.6,7.0,1,6.05
38.2,7.47,7.62,0,7.8,0,20.7,6.5,2,6.23
29.7,10.0,7.01,1,6.4,0,2.0,8.2,1,7.59
34.5,5.78,7.19,0,15.6,0,10.2,3.3,5,3.42
24.8,8.19,6.76,0,15.7,0,13.9,9.4,2,5.11
28.0,8.67,7.12,0,10.4,0,49.4,8.8,2,5.87
27.9,8.39,8.3,0,7.4,1,3.1,6.6,2,6.67
22.5,7.3,7.65,1,5.2,0,5.5,6.5,2,5.69
28.2,7.21,7.7,0,11.2,0,10.3,10.0,2,6.11
14.5,7.94,7.72,0,13.2,0,2.7,5.4,5,4.51
25.1,8.32,6.85,0,18.5,0,4.8,6.6,2,5.17
27.2,8.1,7.32,1,14.3,0,8.1,9.6,5,6.12
27.4,8.54,5.91,0,20.3,0,5.5,5.4,0,4.25
27.6,6.48,8.27,0,18.0,0,24.6,7.2,3,4.61
29.4,7.27,4.22,0,17.6,0,4.4,6.6,4,1.95
34.8,6.56,6.91,0,19.9,1,18.7,10.0,4,4.76
38.7,7.11,8.14,1,8.1,1,2.8,6.2,3,7.03
23.5,8.52,5.64,1,12.3,0,2.4,5.0,3,4.22
18.0,7.61,7.4,0,27.0,0,14.7,7.4,3,3.58
19.6,10.0,6.32,1,5.5,0,7.8,6.2,3,6.02
25.1,7.69,6.63,1,13.5,0,0.5,7.9,3,4.69
26.5,7.56,7.95,1,17.4,0,7.4,7.7,0,6.06
22.3,7.61,7.2,1,5.6,0,19.5,5.2,3,5.12
17.0,6.86,4.97,0,11.2,0,10.9,9.8,2,2.17
25.4,7.44,6.02,1,25.0,0,19.2,6.1,3,3.16
31.8,8.63,7.98,1,15.9,0,14.3,6.2,2,7.14
36.0,7.61,7.45,1,12.1,0,7.1,7.9,4,6.36
24.4,6.71,8.75,1,16.1,0,14.9,9.4,4,6.32
25.9,6.57,8.68,1,12.1,0,17.3,5.1,2,5.8
20.7,7.05,6.66,0,23.6,0,3.1,6.3,3,3.48
29.7,7.57,9.5,1,10.0,0,12.3,8.4,1,8.28
21.5,8.69,7.02,1,12.4,1,9.0,6.1,1,5.22
35.7,6.16,6.04,0,7.5,0,9.9,7.2,1,4.31
12.1,7.18,6.37,1,13.5,0,10.5,6.4,3,3.37
26.4,7.64,4.74,1,14.1,1,16.4,7.7,1,3.04
33.0,5.67,8.61,0,21.0,0,10.2,5.1,3,4.51
31.8,6.67,8.59,1,9.9,0,11.5,7.5,2,6.84
56.9,6.82,5.98,0,17.4,0,3.2,7.7,1,5.69
33.5,6.7,6.77,1,15.4,0,11.1,8.0,4,4.83
20.0,7.69,7.1,0,5.5,0,6.7,6.2,3,4.83
29.0,7.34,6.04,1,11.4,0,21.5,9.2,5,4.58
12.2,6.94,5.24,0,11.2,0,9.9,3.9,1,1.33
29.2,7.93,6.79,1,23.4,1,16.1,6.0,5,4.28
21.7,9.22,6.68,1,17.7,0,6.8,10.0,5,5.31
39.2,9.14,6.61,0,15.7,1,18.8,7.0,6,5.39
24.5,5.58,7.22,1,0.0,0,20.5,8.7,3,4.91
28.8,8.08,8.43,1,5.5,0,8.2,7.3,4,7.58
23.6,7.32,6.7,0,18.6,0,8.1,9.6,6,3.56
47.4,7.66,7.17,0,18.9,1,10.8,6.7,4,5.64
26.8,7.1,7.73,1,11.3,0,18.5,7.3,7,4.91
48.3,7.62,7.55,1,15.1,1,11.2,8.3,5,6.97
38.1,7.65,6.39,1,14.8,0,23.5,9.3,2,5.91
34.8,6.92,7.1,0,15.8,1,5.1,4.2,2,4.08
33.7,6.6,7.55,1,13.1,0,11.6,7.8,0,5.7
33.9,7.05,5.87,1,19.1,0,11.2,5.7,3,3.75
10.7,7.73,8.26,1,20.5,1,2.8,6.9,5,4.32
27.2,8.1,8.43,1,10.2,1,6.4,6.2,1,6.7
38.5,8.35,6.28,0,9.0,1,19.4,3.6,1,4.83
29.5,7.01,7.19,1,11.0,0,1.0,8.6,3,5.47
15.9,7.78,7.64,0,15.2,1,3.2,5.0,3,4.12
29.5,8.46,6.45,1,16.8,0,6.6,6.9,1,5.23
47.0,8.67,7.48,1,18.9,1,4.1,6.8,5,6.77
42.5,7.44,7.16,1,19.9,1,19.9,5.8,2,5.89
29.4,7.28,5.53,0,16.8,1,40.4,8.0,1,3.19
39.5,7.69,7.46,1,16.1,0,4.0,6.5,6,6.13
26.3,6.35,5.9,0,23.2,1,19.7,5.9,3,2.05
13.0,7.31,7.94,0,15.0,0,4.3,4.8,1,4.24
20.8,8.24,6.33,0,18.0,1,1.2,5.6,1,3.88
45.6,8.14,6.84,1,16.6,0,8.1,7.6,3,6.96
27.3,7.23,8.37,1,14.1,0,20.5,4.0,4,5.0
27.6,7.72,7.5,1,14.2,0,17.9,9.5,3,6.23
27.0,6.68,5.92,1,21.6,1,12.7,6.8,3,2.92
49.0,8.2,5.99,0,14.5,0,3.0,5.7,6,5.35
46.3,7.42,6.4,1,13.2,0,16.9,7.9,3,6.05
52.2,7.22,7.39,1,11.3,0,37.6,6.4,5,6.69
28.4,7.14,7.36,1,17.1,1,15.9,8.3,2,5.5
33.0,7.44,6.16,0,12.4,0,3.0,5.4,5,3.98
14.8,7.05,5.83,0,16.7,1,5.5,5.5,1,2.0
44.8,8.16,7.28,0,15.9,0,6.9,7.9,2,7.24
18.3,7.1,6.82,1,12.9,0,6.3,8.8,1,4.46
32.2,9.09,9.16,0,8.0,1,4.2,7.3,4,7.74
19.0,8.97,7.04,0,9.9,0,11.4,7.3,4,5.0
24.1,6.61,8.81,0,10.6,0,16.5,5.7,3,5.36
21.6,7.57,5.83,0,10.0,0,6.9,6.2,4,3.2
23.9,6.85,5.43,0,17.3,1,2.5,6.0,2,2.21
24.6,7.17,5.88,0,25.6,1,16.7,8.9,2,2.87
24.5,9.5,8.19,1,12.4,1,0.5,9.1,5,7.31
38.3,7.19,8.76,0,13.1,0,6.1,7.8,4,6.92
19.0,7.86,6.22,1,12.1,0,9.2,10.0,5,4.47
32.2,8.04,6.54,1,19.3,0,9.0,7.9,4,5.13
42.2,6.5,5.83,0,17.1,0,5.8,8.8,4,4.38
24.9,6.64,5.19,0,14.9,1,6.7,6.7,1,2.06
22.8,6.29,7.72,1,8.9,0,4.1,6.8,1,5.21
27.7,6.61,7.22,1,10.2,0,2.1,6.8,3,4.96
41.8,4.65,7.01,0,15.9,0,7.7,5.6,1,3.84
31.9,8.04,5.6,1,16.1,0,7.0,6.3,2,4.19
24.7,9.55,8.64,1,14.9,0,16.6,7.5,0,8.07
34.8,7.65,6.5,1,18.3,1,3.5,6.1,2,5.07
19.0,6.08,7.53,1,8.9,1,12.0,7.8,3,4.58
36.8,6.86,5.55,0,16.5,1,9.0,5.9,3,3.24
34.1,7.04,6.81,0,16.2,0,4.4,5.8,4,4.21
26.9,6.48,7.29,1,10.2,0,9.1,7.0,3,4.78
21.6,8.36,7.33,0,12.0,0,8.1,3.9,1,4.72
21.1,8.31,7.15,0,18.5,1,8.5,8.6,2,4.46
35.3,6.34,7.49,1,9.3,1,7.9,8.1,1,5.99
42.3,8.23,5.87,1,27.3,1,7.6,8.2,3,5.02
23.6,9.03,7.2,1,17.8,0,7.4,8.1,2,5.72
34.6,9.4,7.11,0,14.7,1,10.2,6.8,4,6.44
9.1,10.0,7.23,1,13.7,0,4.7,7.4,1,5.9
24.2,6.6,7.07,0,18.9,1,7.6,7.6,0,3.7
29.7,10.0,5.73,0,12.9,0,14.9,4.8,2,5.16
20.9,7.15,5.68,1,13.1,0,6.1,7.3,4,3.08
20.6,6.91,4.79,1,22.3,0,14.6,6.4,1,1.79
23.3,7.83,7.82,1,12.6,1,5.6,9.8,2,6.06
32.9,6.92,7.83,1,15.7,0,23.3,6.7,3,5.67
28.1,7.9,7.84,1,11.2,1,3.9,6.8,0,6.59
7.6,6.18,7.31,0,16.3,0,12.4,5.2,5,1.83
8.8,7.26,4.87,1,17.9,1,2.2,6.4,3,1.36
23.9,8.79,5.97,0,23.4,1,12.3,3.8,4,3.09
34.6,7.44,7.17,1,10.3,0,5.4,9.8,1,6.36
2.5,7.64,7.14,0,7.8,1,13.7,7.9,4,3.26
25.0,7.98,6.78,0,13.7,0,13.6,6.4,1,4.69
24.7,8.67,7.37,1,11.9,1,12.4,7.8,4,6.27
43.9,5.84,7.01,0,14.9,0,9.5,5.6,2,4.45
26.1,8.08,7.12,0,17.6,0,6.0,6.7,6,4.5
33.8,7.23,6.36,0,26.3,0,11.1,5.3,4,3.51
31.4,7.67,7.98,0,12.7,0,21.2,4.7,6,5.26
8.7,8.56,6.57,1,3.9,0,3.5,8.1,2,4.53
37.7,6.31,5.67,0,13.8,0,4.3,6.8,5,3.25
32.2,6.49,6.23,1,16.8,1,4.2,4.4,3,3.67
35.1,5.56,6.65,1,10.2,0,2.0,5.8,3,4.05
69.3,6.95,7.99,1,16.2,0,13.0,9.0,3,9.35
9.2,8.83,6.96,1,15.7,1,4.5,5.9,4,3.73
47.2,7.38,6.81,1,16.3,1,14.6,7.9,5,6.07
27.1,6.16,5.75,0,19.0,1,5.5,5.9,0,2.4
32.9,7.01,7.79,1,14.6,0,5.7,7.4,1,6.12
29.5,6.01,6.35,0,17.7,0,17.3,7.8,1,3.85
25.8,6.37,6.9,1,6.0,0,4.0,6.0,3,4.61
24.3,7.89,8.48,0,10.2,0,3.4,6.8,2,6.59
33.3,6.33,7.51,0,13.3,0,30.0,7.5,3,4.75
14.8,8.61,5.37,1,10.0,1,6.8,6.1,0,3.87
37.5,7.43,5.23,0,15.0,0,5.7,6.7,4,3.75
25.8,7.59,6.94,1,13.3,1,8.6,5.6,4,4.76
18.7,7.22,5.79,0,12.7,0,2.7,7.2,2,2.88
25.5,8.27,7.65,1,19.4,0,2.4,8.6,5,5.94
42.6,8.28,7.04,0,15.4,1,16.8,5.3,4,5.45
24.6,7.84,7.17,0,9.6,1,3.4,5.9,2,4.8
33.6,8.06,6.29,0,12.0,0,10.3,3.9,3,4.47
22.7,7.29,8.74,0,18.8,1,11.7,7.8,2,5.39
37.6,8.04,9.84,0,16.0,0,5.5,4.6,2,7.94
36.9,7.16,6.72,0,21.0,0,0.5,7.8,4,4.61
48.5,7.5,7.35,0,19.2,0,8.2,7.9,2,7.21
28.2,7.23,7.1,0,13.1,0,4.7,8.4,3,4.86
36.7,7.04,6.74,0,22.2,1,26.1,7.6,3,4.13
31.0,6.81,6.17,0,22.6,0,4.5,4.7,3,2.92
43.0,7.97,5.92,1,6.1,0,11.7,6.8,4,6.0
22.8,8.81,5.86,0,15.2,0,2.4,7.3,6,4.05
37.5,8.67,7.41,1,12.3,0,11.0,7.8,4,7.22
28.1,6.24,6.48,1,13.7,0,8.4,7.9,4,3.72
29.4,8.79,4.42,1,10.9,0,17.5,6.4,2,3.94
30.9,7.18,7.44,0,10.3,0,7.8,6.8,1,5.31
32.5,8.1,6.96,1,19.5,1,2.6,6.9,1,5.48
28.8,6.59,8.35,0,9.2,0,4.3,5.1,5,5.45
