gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,gpa
25,8.43,6.83,1,20,1,1,5.0
30,7.31,7.04,0,31,0,33,5.0
15,7.87,5.86,1,21,1,5,5.0
26,6.78,7.27,1,24,0,2,5.0
10,7.67,8.63,0,26,1,9,5.64
23,7.59,7.47,1,25,1,1,5.09
15,8.66,8.35,0,18,1,1,5.22
17,8.66,8.65,1,19,0,17,6.0
37,8.09,8.63,1,26,0,5,5.24
35,7.07,8.98,0,26,0,7,6.27
31,8.39,6.89,0,29,0,1,5.95
14,7.39,6.36,1,24,0,1,5.0
21,6.2,7.58,0,24,0,4,5.0
37,7.02,7.75,1,16,1,7,5.77
26,7.6,7.99,1,15,0,14,6.1
48,8.59,9.46,1,26,0,6,7.43
28,7.28,7.1,1,15,0,15,5.0
26,6.05,7.16,1,19,0,1,5.2
21,7.57,6.14,1,31,1,1,5.19
26,7.64,9.29,1,29,0,1,5.87
23,7.72,6.86,0,22,0,14,5.0
32,8.6,7.16,1,17,0,14,5.89
34,8.72,7.15,0,19,1,1,5.87
17,6.79,6.26,0,26,0,1,5.0
11,6.76,6.16,1,19,1,11,5.0
6,6.25,6.23,1,15,0,19,5.0
30,8.34,6.0,1,29,1,14,5.0
13,9.24,6.85,0,21,0,2,5.08
3,7.12,9.08,1,15,0,8,5.66
28,7.21,7.84,1,23,0,14,5.0
49,9.26,8.65,0,27,0,2,6.95
24,8.11,8.57,0,11,0,7,5.54
33,8.02,9.23,1,18,0,3,6.15
25,6.07,5.32,1,18,0,2,5.0
24,8.31,6.1,0,23,0,34,5.0
34,6.39,5.97,0,25,1,24,5.0
22,6.14,6.25,1,15,1,5,5.0
27,7.08,6.71,1,8,0,1,5.5
28,6.8,6.47,0,28,0,13,5.0
18,7.23,7.3,0,11,0,2,5.03
34,5.77,6.67,0,22,0,1,5.0
23,8.65,6.74,1,18,1,4,5.0
17,8.85,6.16,0,21,1,7,5.0
30,5.16,5.41,1,33,0,1,5.0
16,8.67,6.93,1,44,0,8,5.0
25,6.53,6.6,0,6,1,1,5.0
24,8.53,6.27,1,27,0,22,5.0
35,7.42,6.61,0,18,0,25,5.37
29,7.53,5.97,1,28,1,13,5.12
24,7.28,6.95,0,27,0,6,5.03
33,8.95,6.46,1,31,0,2,5.23
38,6.01,5.81,0,22,1,13,5.0
30,8.23,5.99,1,12,0,26,5.61
25,8.82,7.39,0,27,1,1,5.73
11,8.36,6.5,0,20,0,6,5.3
14,10.0,8.85,1,18,1,3,5.6
21,6.87,7.39,1,16,1,4,5.0
18,8.65,7.42,1,28,0,5,5.25
23,7.37,6.27,0,32,1,30,5.0
25,8.98,7.99,1,10,1,2,5.7
30,7.49,7.87,1,24,0,6,5.3
24,7.03,7.16,1,17,1,30,5.26
29,9.07,9.3,0,8,1,6,6.16
25,6.91,7.46,1,21,0,19,5.0
5,5.8,7.6,1,13,0,1,5.0
15,6.88,7.1,0,7,0,30,5.0
23,8.24,8.08,0,13,0,2,6.67
12,9.17,6.81,1,11,0,39,5.0
30,7.63,6.71,0,14,0,1,5.0
40,9.08,7.99,0,9,0,5,7.13
37,5.87,7.02,1,16,0,3,5.0
22,6.97,7.52,1,14,0,5,5.23
39,7.15,8.2,0,23,0,2,6.39
26,7.36,5.71,1,24,0,33,5.0
21,7.6,6.16,1,22,1,3,5.0
18,8.33,7.64,1,18,0,10,5.06
21,6.97,6.23,0,17,0,1,5.0
21,7.67,9.3,1,13,0,17,6.39
26,7.45,7.68,0,13,0,7,5.0
26,6.39,6.73,1,25,0,38,5.0
25,7.36,6.57,0,5,1,5,5.0
29,7.33,6.59,0,19,0,2,5.22
36,7.3,7.12,1,17,1,4,5.34
34,7.54,7.28,0,24,0,13,5.0
10,7.59,6.7,1,8,0,10,5.0
0,6.98,6.71,0,20,1,15,5.0
34,9.03,9.02,1,22,1,1,6.29
11,6.1,8.18,1,4,1,8,5.0
22,6.63,7.16,0,11,1,26,5.0
13,10.0,6.5,0,19,0,1,5.0
6,6.25,7.34,1,24,1,1,5.0
30,5.88,8.29,1,21,0,12,5.0
32,8.38,8.85,1,24,1,3,5.68
19,5.01,7.17,0,11,0,10,5.0
0,7.22,8.56,1,7,0,7,5.0
19,10.0,7.96,1,20,1,42,5.54
28,5.65,7.25,1,10,0,21,5.0
10,5.12,5.72,0,13,0,11,5.0
26,5.7,6.92,1,27,0,3,5.0
24,8.58,8.87,1,21,1,3,5.25
30,8.85,6.94,1,15,1,21,5.16
26,6.88,6.06,1,14,1,8,5.0
15,8.32,7.5,0,24,1,15,5.0
36,9.17,7.41,0,21,0,5,5.65
23,9.64,8.48,0,10,0,1,6.42
24,7.2,6.59,1,4,0,4,5.64
15,5.0,8.2,0,35,0,1,5.0
20,6.51,5.5,1,10,0,15,5.0
16,6.99,8.31,1,24,0,12,5.0
23,7.19,6.25,0,32,0,1,5.0
42,7.27,5.68,1,21,1,9,5.36
11,8.84,7.8,1,15,0,20,5.0
8,9.03,7.34,0,8,1,11,5.21
39,7.29,5.92,1,8,1,7,5.0
22,8.82,6.15,0,23,1,3,5.0
18,7.93,7.27,0,31,1,21,5.0
35,7.58,8.2,1,16,0,5,6.21
18,8.59,8.09,1,15,1,19,5.48
43,7.59,7.24,1,25,1,15,5.61
31,9.97,8.39,1,14,0,16,6.46
20,5.77,6.6,1,22,1,45,5.0
46,6.88,5.56,0,20,0,13,5.0
18,7.35,5.7,1,16,0,1,5.0
32,8.03,7.09,1,19,0,2,5.17
27,9.02,7.44,1,34,1,1,5.7
38,7.47,8.03,1,24,1,2,6.01
40,5.79,7.43,0,28,1,1,5.2
25,8.51,8.09,1,12,1,6,5.93
17,8.41,7.13,0,28,0,1,5.06
29,5.17,5.05,1,25,0,6,5.0
18,7.5,7.58,1,8,1,22,5.0
45,5.59,7.13,1,24,0,13,5.48
26,6.7,5.51,1,15,0,28,5.06
21,6.42,5.95,0,7,0,2,5.0
26,8.47,6.72,1,21,0,7,5.0
11,7.64,7.32,0,24,1,3,5.01
15,5.96,5.84,1,21,0,6,5.0
37,8.56,7.43,0,19,1,8,5.29
18,5.78,6.41,1,17,1,1,5.0
14,7.9,7.1,1,39,0,2,5.0
30,6.52,6.1,1,10,0,12,5.03
36,7.06,6.35,1,26,0,14,5.0
32,8.11,6.2,0,20,1,8,5.0
34,8.13,7.74,1,13,0,3,5.9
17,9.1,8.23,1,19,0,5,6.31
10,7.4,6.31,1,8,1,1,5.0
40,7.87,8.86,1,15,0,30,5.94
21,6.97,6.66,0,19,1,20,5.0
22,7.72,8.82,0,7,1,1,5.85
38,8.03,6.63,0,24,0,1,5.01
30,7.38,5.71,1,12,1,8,5.0
29,5.34,6.92,0,8,0,2,5.0
46,7.9,7.53,0,11,1,27,5.94
18,7.94,7.32,1,37,1,14,5.0
34,6.68,6.23,1,4,0,3,5.0
25,5.96,6.65,0,23,0,1,5.0
27,9.27,7.14,1,13,1,16,5.57
40,8.09,7.01,0,17,0,5,5.78
30,7.23,7.95,1,24,1,10,5.2
30,6.14,6.93,1,24,0,3,5.0
35,6.51,7.49,0,14,0,1,5.0
21,9.06,7.38,0,9,1,11,5.29
16,7.67,6.84,1,24,0,5,5.0
14,6.84,5.74,0,24,1,2,5.0
5,8.11,6.94,1,17,0,1,5.0
45,6.52,5.46,0,23,0,8,5.01
13,9.3,7.07,0,16,1,12,5.35
22,9.12,7.55,0,13,0,3,5.0
22,6.94,7.57,1,20,1,13,5.0
28,6.75,6.64,1,24,1,2,5.08
33,5.0,6.77,0,22,1,4,5.0
33,5.72,5.22,1,24,1,13,5.0
19,5.89,6.61,1,13,0,10,5.0
23,7.66,5.8,0,32,1,3,5.0
27,7.11,5.76,1,17,0,1,5.07
22,5.89,6.47,1,19,0,1,5.0
41,7.16,8.39,1,9,0,18,6.57
29,8.11,7.72,1,18,0,1,5.41
32,8.13,7.36,1,24,1,1,5.3
31,5.22,6.45,0,26,0,2,5.0
36,7.35,6.35,1,32,0,5,5.0
26,5.84,6.08,1,24,0,15,5.0
12,8.58,7.92,0,22,0,2,5.3
28,8.44,6.03,0,16,1,7,5.19
18,6.42,7.45,0,14,0,1,5.0
19,6.58,6.47,1,27,0,6,5.0
30,6.95,7.85,0,27,0,1,5.36
37,5.0,7.41,1,11,0,2,5.0
25,7.9,5.87,1,25,0,4,5.0
28,7.17,6.44,1,25,0,14,5.22
42,8.66,6.6,1,11,0,13,5.88
27,6.18,5.35,1,24,0,5,5.0
51,6.76,5.84,0,11,0,1,5.11
30,5.69,8.71,1,0,1,3,5.32
7,6.29,7.43,0,18,0,7,5.0
32,6.08,8.74,1,22,1,20,5.0
28,8.7,8.38,1,19,1,34,5.51
37,6.66,6.12,1,42,0,10,5.0
31,7.65,6.79,0,23,1,4,5.0
23,7.04,7.63,0,21,1,11,5.0
12,5.98,7.15,0,23,1,4,5.0
22,7.3,6.48,0,16,0,9,5.0
16,8.22,5.97,0,27,0,2,5.0
19,6.05,8.82,0,22,0,3,5.0
30,8.47,7.29,0,22,0,1,5.64
41,6.48,6.5,1,15,1,5,5.0
28,6.92,7.1,1,7,1,9,5.07
13,8.14,7.09,1,15,0,15,5.48
29,6.7,7.04,1,22,1,16,5.0
36,7.55,8.51,1,16,1,48,5.88
18,7.12,6.91,1,22,0,1,5.0
23,7.66,5.98,1,18,0,6,5.0
25,5.0,6.23,1,23,0,7,5.0
17,5.3,6.0,0,12,1,16,5.0
31,8.24,8.87,1,21,1,3,5.67
23,8.74,8.75,1,14,0,1,5.52
29,6.41,6.94,0,7,0,3,5.0
16,7.21,5.72,1,18,1,41,5.0
20,7.85,5.97,1,32,1,22,5.0
32,8.33,7.42,1,8,0,5,5.7
21,5.07,6.77,1,20,0,20,5.0
42,6.44,6.44,1,26,1,1,5.21
21,7.1,6.53,1,38,0,3,5.0
27,8.34,6.78,1,16,0,12,6.0
34,10.0,7.88,0,14,1,2,5.92
10,7.23,5.67,1,10,0,2,5.0
7,5.81,5.49,0,29,1,19,5.0
9,7.98,6.64,1,13,0,9,5.0
37,9.09,8.89,1,17,0,45,6.64
19,7.63,6.33,0,5,0,1,5.0
50,6.41,7.01,1,27,0,4,5.0
19,8.65,7.73,0,29,0,3,5.0
26,8.3,8.75,1,26,1,21,5.77
40,6.27,8.11,0,7,0,2,5.93
45,7.96,7.23,1,24,1,4,6.15
45,8.7,7.01,1,6,0,1,6.14
37,8.92,6.88,0,20,0,14,5.9
35,7.42,6.87,0,21,0,2,5.9
30,7.07,6.57,1,22,1,1,5.31
32,8.97,8.17,0,24,0,5,6.22
19,6.05,7.16,1,19,0,4,5.0
16,8.03,7.93,1,4,1,1,5.66
24,5.86,7.98,1,24,0,1,5.11
23,8.78,9.49,0,20,0,22,6.2
20,7.19,7.19,0,12,0,1,5.32
31,9.02,8.76,1,7,1,1,6.38
34,8.09,6.96,1,32,0,2,5.32
25,6.03,7.95,0,29,1,30,5.0
39,9.21,8.78,1,25,1,1,6.27
13,9.36,8.77,1,14,1,16,5.74
23,8.56,7.57,1,0,0,22,5.63
17,6.59,6.17,1,26,1,4,5.0
6,7.13,5.64,1,22,0,3,5.0
24,7.67,7.16,1,17,0,11,5.45
23,6.66,8.51,0,28,0,12,5.02
40,9.53,7.43,0,26,1,15,5.46
31,7.67,8.03,1,21,0,17,5.71
14,5.0,7.29,1,20,0,3,5.09
43,7.91,6.97,1,20,1,11,5.67
37,7.08,8.41,1,25,0,1,5.65
30,7.41,5.72,0,13,0,7,5.0
22,7.06,5.73,0,23,1,9,5.0
15,8.47,6.48,0,12,1,1,5.0
21,8.84,6.69,0,30,0,1,5.49
35,7.84,7.6,1,24,0,2,5.77
43,7.09,7.33,1,14,1,5,6.07
40,7.45,7.55,0,20,0,21,5.53
20,7.52,7.78,0,13,0,7,5.67
13,6.54,5.86,1,32,1,13,5.0
26,8.19,6.08,1,32,0,1,5.21
7,8.05,7.73,0,25,0,1,5.04
28,9.35,7.04,1,32,0,2,6.45
23,9.01,6.2,0,21,0,3,5.36
20,6.68,7.92,0,26,1,7,5.0
9,8.48,8.91,1,29,0,21,5.42
30,6.36,8.44,0,19,0,5,5.16
19,8.34,7.6,0,20,1,7,5.84
13,6.88,7.62,0,27,0,1,5.06
0,6.27,8.22,1,25,1,1,5.1
24,7.84,6.58,1,13,0,1,5.0
42,5.0,7.57,1,2,1,12,5.57
41,5.4,6.81,1,18,0,6,5.0
20,7.29,8.05,1,3,0,2,5.0
18,7.6,7.38,1,12,0,8,5.0
29,7.06,8.38,0,13,1,7,5.93
15,5.6,6.82,1,15,1,1,5.0
28,6.52,5.46,1,26,1,10,5.0
32,7.97,8.82,1,28,0,14,6.37
37,8.2,6.36,0,24,0,3,5.52
23,7.48,8.46,0,25,1,11,6.05
22,8.89,7.47,1,25,1,2,5.34
16,7.98,8.53,0,0,1,14,5.11
16,6.6,8.07,1,20,0,24,5.0
22,7.16,7.5,1,5,0,5,5.01
28,5.82,7.18,0,24,0,2,5.0
34,7.37,7.55,0,3,0,5,5.0
16,8.83,6.15,1,18,1,2,5.52
39,8.32,7.52,0,24,1,1,5.61
22,9.18,6.48,0,11,0,10,6.12
24,7.14,7.22,1,27,0,1,5.0
17,9.12,6.43,1,24,0,2,5.0
0,7.27,5.84,1,23,1,12,5.0
33,9.27,9.36,1,25,1,10,6.13
32,7.47,8.27,1,17,0,1,6.08
22,8.35,7.4,0,21,1,10,5.25
25,9.27,7.88,1,20,0,26,6.03
30,7.27,6.82,0,19,0,1,5.48
9,7.76,7.83,1,14,1,5,5.31
19,9.05,6.9,1,10,1,13,5.0
32,7.34,8.15,1,17,1,11,5.3
12,5.91,6.41,1,16,0,2,5.0
27,10.0,7.46,1,14,0,1,7.44
11,6.94,7.0,0,26,0,15,5.0
29,7.69,6.59,0,10,0,31,5.0
24,8.89,7.91,1,18,0,14,5.92
8,6.77,6.37,0,29,0,33,5.0
36,6.29,7.28,1,27,0,9,5.19
17,7.8,8.52,1,29,0,26,5.61
16,5.35,5.75,1,15,1,11,5.0
27,7.15,6.91,0,26,1,23,5.0
36,7.79,7.72,1,11,1,1,5.66
14,7.18,6.6,1,17,0,16,5.0
25,5.65,7.08,1,18,0,2,5.0
29,9.41,8.31,0,15,0,1,5.78
31,7.62,8.32,0,17,0,7,5.02
26,9.22,7.03,0,16,0,3,5.0
21,7.19,6.07,0,12,0,1,5.0
16,6.44,6.51,1,26,1,39,5.0
25,7.82,6.23,0,18,1,10,5.19
14,7.24,7.67,0,21,0,23,5.0
0,6.09,5.51,1,21,1,50,5.0
29,9.26,9.78,1,20,0,4,6.13
34,6.75,8.29,1,20,1,2,5.79
1,5.29,6.5,1,17,1,2,5.0
14,9.09,8.54,0,31,1,7,5.55
31,6.89,5.57,1,26,0,9,5.0
45,6.77,9.03,1,20,0,6,5.44
25,5.38,5.89,0,16,0,4,5.0
17,9.59,7.65,1,19,0,1,5.75
23,5.95,5.29,1,23,1,5,5.0
38,7.57,7.68,0,31,1,1,5.0
18,8.6,6.32,1,9,1,20,5.0
17,8.01,7.41,0,25,0,1,5.0
20,7.43,6.56,1,29,1,4,5.0
15,5.46,5.41,1,8,0,1,5.0
26,6.53,6.01,1,18,0,14,5.05
41,7.73,7.45,1,11,1,3,5.73
28,6.56,5.52,0,23,0,1,5.0
22,7.74,6.44,0,17,0,7,5.0
22,8.32,8.09,0,18,0,24,5.38
9,8.66,9.6,1,16,1,23,6.05
33,6.03,7.21,0,25,1,2,5.0
24,10.0,6.94,0,21,0,12,5.49
23,8.42,7.04,1,21,1,1,5.0
56,7.5,7.18,0,21,1,1,5.58
27,8.81,7.18,1,24,1,6,5.0
17,10.0,8.85,1,17,0,2,5.82
20,5.77,6.86,0,33,1,16,5.0
36,7.23,8.02,0,10,1,26,6.11
26,5.0,6.07,1,6,0,1,5.0
10,7.73,8.61,1,5,0,2,5.5
34,7.94,7.11,0,3,0,5,5.32
18,7.45,6.12,0,25,0,8,5.0
43,6.71,9.01,1,24,0,24,6.02
35,5.04,5.01,1,29,0,22,5.0
20,7.95,6.51,1,11,0,10,5.0
37,9.25,7.02,0,25,0,2,5.05
25,6.79,9.04,1,20,0,15,5.83
33,8.03,9.21,1,21,1,2,6.23
29,5.62,8.15,1,25,1,33,5.0
16,8.05,6.97,0,13,0,1,5.0
18,7.03,9.11,0,40,0,8,5.07
35,6.59,7.26,0,30,0,1,5.31
21,6.59,7.9,1,15,0,5,5.44
20,7.03,7.2,1,11,0,10,5.0
15,7.96,7.24,0,19,1,11,5.0
29,5.93,6.41,0,21,0,15,5.0
45,7.02,6.79,0,28,1,8,5.2
14,7.45,7.77,0,10,1,2,5.17
25,6.18,7.14,0,22,0,22,5.0
39,9.66,7.76,0,7,0,16,5.9
24,6.48,8.43,0,23,0,1,5.0
29,6.7,5.51,0,19,0,17,5.16
14,6.33,7.33,1,35,0,35,5.0
29,9.66,8.55,1,7,1,10,6.51
23,8.16,8.55,0,30,1,3,5.5
34,6.38,6.74,1,6,1,9,5.0
36,8.83,7.77,0,9,0,4,5.55
50,7.74,8.26,1,6,0,11,5.95
30,7.81,8.81,1,22,0,7,5.65
28,7.09,6.71,1,10,0,26,5.0
26,6.6,7.16,1,9,0,9,5.0
21,7.91,9.03,1,21,1,2,5.6
28,6.85,5.55,1,23,0,12,5.0
22,9.68,7.08,0,20,1,3,5.03
26,5.98,8.23,1,18,1,3,5.24
38,9.34,8.85,1,34,0,4,6.36
14,7.37,7.66,1,21,1,1,5.0
36,7.86,6.79,0,26,0,34,5.0
38,8.5,6.52,0,21,0,7,5.62
23,6.74,6.3,0,11,1,14,5.0
3,8.54,9.09,1,24,0,2,6.0
18,5.0,5.74,1,14,1,13,5.0
37,6.64,7.0,0,19,1,8,5.0
24,6.39,6.03,0,22,1,5,5.0
15,6.0,7.58,1,4,1,35,5.0
19,7.24,6.51,1,7,0,6,5.09
33,7.96,7.19,1,27,0,10,6.09
30,8.34,6.0,1,14,0,1,5.38
22,7.79,5.84,0,15,0,3,5.0
21,6.7,6.92,1,21,0,21,5.0
21,7.94,5.89,1,16,1,14,5.0
15,7.65,9.29,1,23,0,7,6.14
41,8.62,6.09,0,19,1,23,5.0
21,8.43,6.59,0,21,1,6,5.0
37,7.54,7.18,0,14,0,8,5.27
40,6.42,6.44,1,21,0,4,5.0
34,6.72,5.76,0,28,0,9,5.0
20,6.84,5.95,1,15,0,3,5.13
29,7.12,6.0,1,27,0,4,5.0
24,7.82,6.95,1,19,0,33,5.1
15,8.36,9.46,1,25,1,1,5.03
28,7.44,7.21,1,21,0,1,5.0
13,7.52,8.4,0,19,1,1,5.33
36,7.67,7.73,1,22,1,3,6.23
20,6.88,8.13,1,29,0,5,5.15
27,6.39,5.42,1,21,0,1,5.0
27,5.39,6.2,1,23,1,7,5.0
22,6.67,8.27,1,17,1,8,5.0
30,8.07,6.72,1,32,0,13,5.19
20,6.66,8.75,1,25,0,37,5.0
33,7.21,8.62,1,20,0,9,6.07
11,8.06,6.83,1,19,0,1,5.0
26,8.12,6.81,1,27,0,1,5.0
44,6.2,5.7,1,15,0,15,5.0
14,8.7,6.85,1,5,1,10,5.0
18,8.85,6.26,1,20,0,1,5.0
30,6.14,7.19,0,29,0,2,5.07
26,6.51,5.45,1,32,0,13,5.0
28,8.93,8.21,1,19,1,8,5.43
29,7.32,7.76,0,20,0,8,5.59
31,5.0,5.0,0,24,1,2,5.0
36,5.82,8.27,0,17,0,9,5.37
29,7.2,7.6,0,24,0,14,5.0
22,6.1,7.52,1,19,0,21,5.0
31,7.0,6.2,1,28,1,13,5.0
43,7.54,7.82,0,25,0,8,5.27
23,9.25,8.86,0,26,1,11,5.5
15,7.15,6.94,0,18,1,6,5.0
36,8.79,9.64,0,35,1,2,6.3
23,9.21,7.71,1,23,0,21,5.91
3,9.22,8.86,1,21,1,7,5.78
33,7.84,7.56,0,13,0,9,5.78
19,5.14,7.06,0,19,0,46,5.0
24,8.05,5.92,0,20,0,42,5.0
28,8.76,7.92,0,13,1,8,6.18
26,7.4,6.35,1,17,0,1,5.0
32,9.59,6.89,1,18,0,5,6.29
20,8.53,9.29,0,20,0,27,5.29
30,8.18,7.13,1,5,0,3,5.65
22,8.8,6.49,1,18,0,50,5.05
32,7.9,6.89,1,16,0,1,5.44
31,5.0,5.03,1,19,0,8,5.0
15,6.9,8.48,1,28,0,7,5.0
35,8.94,6.85,0,36,1,2,5.0
19,6.53,7.42,1,25,0,29,5.0
33,7.23,8.49,1,10,0,9,5.73
28,6.25,6.25,0,17,0,2,5.0
43,9.64,8.35,1,24,1,4,6.81
22,9.52,6.67,0,23,0,12,5.12
21,6.44,8.93,1,27,0,3,5.46
24,7.68,8.19,0,19,0,21,5.31
21,6.68,6.7,1,17,1,1,5.27
32,8.24,6.56,1,34,0,3,5.03
8,8.11,7.21,0,20,0,1,5.0
14,8.47,7.09,0,11,0,1,5.28
14,7.9,9.32,1,31,0,3,5.17
34,10.0,6.61,0,8,0,50,5.68
42,6.27,6.92,1,0,1,1,5.23
23,5.45,6.51,0,26,0,2,5.0
23,7.03,6.89,1,27,1,3,5.65
25,5.62,6.47,1,23,0,9,5.0
36,5.71,6.49,1,9,0,13,5.2
15,6.3,7.71,1,19,0,13,5.0
27,6.39,7.46,1,17,0,1,5.0
34,6.35,7.25,1,15,1,10,5.13
30,8.12,5.94,1,31,0,9,5.1
26,6.89,7.28,1,11,1,7,5.06
35,7.28,5.69,1,22,1,4,5.0
0,8.57,8.15,0,29,0,15,5.0
31,6.58,8.42,1,23,1,4,5.48
18,7.18,6.08,0,29,0,2,5.0
6,7.94,7.01,0,24,0,3,5.0
30,5.17,5.82,0,23,1,5,5.0
38,5.0,7.7,0,22,0,2,5.44
23,7.92,7.37,1,24,0,9,5.0
34,8.09,9.14,1,16,1,21,5.63
41,9.98,8.33,1,9,1,9,6.74
38,7.69,7.46,1,27,0,5,5.8
41,8.48,7.52,0,29,1,15,6.41
32,7.27,7.94,1,22,0,13,5.58
25,7.86,5.86,1,15,1,4,5.0
8,9.5,7.84,0,7,0,9,5.33
22,5.0,6.33,1,20,1,13,5.0
16,8.0,8.06,1,9,0,2,6.34
46,10.0,7.7,1,8,1,4,6.47
23,7.84,6.16,0,19,1,1,5.0
26,9.48,7.75,0,13,0,43,5.51
30,6.74,5.79,1,22,0,1,5.0
25,7.46,5.74,1,18,1,1,5.28
41,7.54,7.93,1,15,1,6,5.42
18,5.0,7.01,1,6,0,20,5.0
26,6.1,7.22,0,13,0,4,5.0
17,6.18,8.12,1,13,1,14,5.26
11,8.49,6.75,1,10,0,11,5.0
18,8.55,6.06,0,17,0,10,5.0
24,7.89,7.19,0,10,1,18,5.24
20,8.49,7.08,0,18,0,1,5.1
18,7.3,6.21,1,21,0,26,5.0
10,8.94,7.5,1,13,0,17,5.34
24,7.51,6.51,1,23,1,27,5.0
9,7.57,5.77,0,9,0,15,5.0
32,7.18,6.59,1,11,1,21,5.0
25,8.32,6.2,0,19,1,2,5.0
10,6.99,7.24,0,25,0,3,5.0
21,8.67,6.81,1,26,1,3,5.42
17,6.14,7.91,1,32,0,1,5.0
28,6.18,8.44,0,16,1,13,5.24
38,8.32,8.11,0,18,0,1,5.83
6,7.39,5.72,0,11,1,1,5.0
26,6.96,8.57,1,9,0,14,5.0
23,8.57,9.12,1,21,0,23,5.53
31,6.77,6.95,0,13,1,14,5.3
27,7.26,8.47,0,29,0,17,5.1
17,9.18,7.07,1,8,1,9,5.0
21,9.35,6.3,1,23,0,21,5.62
17,9.39,6.92,0,11,0,6,5.59
35,7.16,8.86,1,13,1,44,5.95
25,8.98,6.19,0,24,0,1,5.0
44,6.36,6.81,1,14,1,16,5.82
24,6.41,6.86,0,15,0,10,5.06
17,5.0,5.86,0,13,0,8,5.0
9,9.51,7.29,1,34,1,12,5.19
6,6.46,6.91,0,15,0,18,5.0
9,7.35,6.51,0,20,0,19,5.0
27,6.41,5.42,0,18,1,1,5.0
30,8.33,7.63,1,21,0,2,5.83
9,7.05,8.14,0,15,0,1,5.0
33,5.93,7.59,0,18,1,1,5.0
20,8.03,6.46,1,23,1,3,5.0
26,5.78,5.32,0,13,0,12,5.0
41,6.5,6.55,1,28,0,6,5.39
33,5.0,8.05,1,29,1,14,5.0
22,5.79,7.32,1,24,0,6,5.0
16,7.71,7.95,1,20,0,8,5.05
3,5.14,7.38,0,0,1,1,5.0
17,5.72,7.06,0,23,0,14,5.0
22,7.5,7.28,1,16,0,14,5.45
15,6.85,7.65,0,18,1,3,5.0
23,9.89,7.29,1,4,1,3,5.62
25,9.7,6.41,1,23,1,2,5.0
22,6.46,7.6,1,8,0,16,5.0
18,8.17,8.65,1,20,0,13,5.68
26,8.4,6.25,1,27,1,9,5.0
29,6.78,7.8,0,16,0,2,5.0
14,5.71,8.38,1,29,1,1,5.0
39,7.49,7.14,1,14,0,1,5.75
24,7.29,6.23,1,24,1,1,5.0
25,6.98,7.12,1,9,0,2,5.0
32,8.03,6.73,0,28,0,1,5.0
27,6.6,6.23,1,27,0,8,5.0
34,6.12,7.19,0,23,1,4,5.0
27,7.63,5.79,1,16,0,5,5.0
18,7.96,5.89,0,8,1,9,5.0
28,6.09,6.75,1,16,0,10,5.0
13,8.61,7.46,0,28,0,10,5.0
26,5.38,6.87,1,21,1,3,5.0
24,6.81,8.91,1,7,0,16,5.13
22,7.19,7.17,0,11,0,24,5.06
23,6.74,7.55,0,30,0,3,5.25
6,6.82,5.92,1,23,1,1,5.0
19,9.75,8.63,0,10,1,22,5.76
25,6.48,6.29,0,5,0,25,5.0
26,10.0,7.97,1,14,0,1,6.53
14,8.02,7.19,1,5,0,1,5.74
37,7.61,8.27,1,18,1,16,5.67
16,8.07,5.95,1,39,0,3,5.0
34,10.0,6.5,0,7,1,24,5.66
29,6.31,6.57,1,18,0,2,5.0
18,6.16,7.24,1,30,1,19,5.0
42,6.59,7.04,0,25,0,1,5.36
13,7.54,8.46,1,18,1,3,5.5
34,5.43,6.99,0,18,0,36,5.0
35,7.53,6.57,0,10,0,2,6.16
18,9.53,6.36,0,17,1,1,5.0
38,7.68,6.96,0,21,1,19,5.0
22,7.15,8.12,1,28,0,1,5.31
27,6.76,6.52,1,15,1,1,5.6
27,8.58,7.5,1,18,0,3,5.35
23,6.51,7.3,1,12,0,10,5.0
33,9.72,6.75,0,21,0,12,5.77
32,9.82,8.5,1,26,0,21,6.13
7,7.81,8.96,0,25,1,7,5.23
38,7.49,6.96,0,10,0,4,5.32
8,8.74,6.34,1,21,0,4,5.0
35,8.81,7.47,1,14,0,18,6.76
36,6.53,5.46,1,28,0,12,5.0
14,6.87,7.31,0,18,1,23,5.07
20,5.91,7.15,0,7,1,33,5.0
13,7.99,9.06,1,18,0,3,5.25
22,8.3,7.19,1,23,0,7,5.93
21,5.88,7.09,1,21,1,9,5.0
32,6.95,6.08,0,15,0,1,5.11
38,5.88,6.29,1,15,0,1,5.0
38,6.42,5.43,1,12,0,20,5.0
19,8.16,7.14,0,16,0,7,5.0
22,6.62,6.57,0,13,1,8,5.0
8,7.14,7.36,0,27,0,8,5.0
16,5.55,5.91,1,12,1,14,5.0
34,7.72,7.3,0,20,0,1,5.0
41,7.45,6.78,1,20,0,9,5.6
12,6.63,6.54,1,27,1,6,5.0
19,7.27,7.17,1,28,1,22,5.0
24,7.72,7.26,1,25,1,7,5.07
27,6.52,7.66,1,22,0,28,5.34
16,5.73,6.49,0,11,1,4,5.0
29,9.67,7.43,1,11,0,34,6.19
20,6.74,6.73,0,13,0,20,5.0
24,7.38,6.36,1,26,1,8,5.0
30,8.71,7.14,1,20,1,4,6.0
25,10.0,10.0,0,26,1,4,6.96
20,6.01,5.74,0,28,1,14,5.0
