gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,chat_luong_giac_ngu,so_lan_vang_mat,gpa
15,9.14,7.62,1,23,0,39,5.99,2,2.51
23,7.01,5.33,1,30,0,7,5.1,6,2.53
60,9.29,8.32,1,27,1,10,10.0,7,8.26
32,1.0,3.28,1,4,1,3,3.2,6,2.71
7,9.91,8.03,1,22,0,6,8.89,5,5.92
28,1.0,1.42,0,6,0,12,8.65,10,2.73
25,1.0,2.17,1,9,1,10,3.42,5,0.0
16,6.23,6.57,0,3,0,8,4.66,5,3.74
54,5.21,6.45,1,10,1,16,9.13,2,4.94
2,1.07,2.31,0,25,1,11,3.47,6,0.0
50,5.39,4.98,0,20,1,20,3.99,7,3.83
23,9.06,7.27,1,42,0,13,9.19,7,5.54
10,6.43,6.14,1,7,0,11,5.01,6,3.23
19,8.65,6.61,1,26,0,12,4.68,3,7.33
62,9.73,4.95,1,19,0,1,4.75,2,5.33
55,6.9,7.33,1,8,1,16,4.63,4,4.91
37,5.2,6.92,1,44,1,27,2.72,3,2.9
15,9.76,7.24,1,16,1,2,4.52,11,4.53
22,1.0,1.53,1,38,0,17,7.49,4,2.04
49,10.0,7.86,1,23,1,10,3.58,3,5.54
11,1.0,2.41,0,2,0,16,7.63,5,1.92
33,1.0,3.6,1,7,1,29,5.37,4,1.97
13,3.87,4.37,0,41,0,8,3.29,2,0.48
54,9.59,6.96,1,6,0,22,3.62,2,6.49
48,9.84,6.59,0,51,1,7,8.91,2,5.09
3,1.0,3.47,0,21,1,39,4.81,6,2.49
43,6.52,6.51,0,5,1,18,4.18,5,5.72
55,9.98,9.05,0,19,0,31,6.88,6,6.91
9,9.32,6.63,0,4,1,23,1.05,7,0.0
28,9.74,9.68,1,5,1,9,7.13,10,6.63
41,2.87,1.98,0,50,1,20,7.18,7,1.93
4,9.29,8.28,1,16,0,17,4.76,6,3.97
24,7.48,4.58,1,16,1,15,5.13,3,3.22
11,9.01,6.62,1,8,0,15,3.47,8,3.89
38,5.39,6.8,1,3,0,30,3.76,5,4.93
42,1.38,3.66,1,21,0,17,6.11,1,2.22
35,1.0,2.05,1,17,1,1,4.0,5,2.51
32,9.19,6.99,1,26,0,25,5.34,12,5.22
42,1.99,3.29,1,20,0,2,4.21,5,5.38
59,2.26,3.87,1,48,1,34,6.38,4,3.06
35,1.64,4.24,1,4,0,1,2.37,3,3.69
44,1.0,2.14,0,0,0,22,7.14,6,2.34
4,1.0,1.0,0,5,1,25,4.81,5,0.0
10,1.0,2.76,0,33,0,15,7.05,5,0.0
2,7.73,6.18,0,19,0,9,2.66,6,3.0
3,1.83,1.8,1,4,0,30,7.43,3,0.28
16,9.99,8.29,1,6,0,6,2.73,5,5.45
25,6.82,5.88,1,25,0,1,6.49,5,4.76
27,1.23,3.04,0,54,1,10,5.68,6,1.32
22,9.42,6.76,0,45,1,20,3.31,5,6.36
4,7.65,7.08,0,7,0,16,6.97,4,5.31
31,1.0,1.28,0,13,0,26,3.35,5,2.05
27,1.0,1.77,1,52,0,2,4.18,9,1.49
43,4.52,4.47,1,26,0,19,3.08,5,4.78
28,1.0,4.34,1,18,1,24,3.93,5,3.32
36,5.74,6.23,0,23,0,15,4.9,3,3.95
42,1.0,3.68,0,6,1,44,3.27,5,1.67
25,2.16,4.71,1,51,1,8,4.63,7,1.93
10,8.05,10.0,1,38,1,15,6.69,9,2.38
21,2.2,3.36,0,16,0,11,2.51,9,2.54
24,4.01,5.82,1,3,0,29,3.22,9,6.33
13,6.42,6.86,1,24,0,34,5.34,3,0.52
43,2.98,4.78,1,10,1,7,2.23,4,4.06
28,1.0,4.37,1,0,0,5,6.87,2,1.62
38,6.18,5.29,1,24,0,18,8.99,7,4.49
44,10.0,7.5,0,21,1,13,4.51,6,4.32
52,9.77,8.18,0,5,0,20,3.83,3,3.06
46,8.98,7.21,1,13,0,20,4.62,7,6.63
53,7.24,6.66,1,0,0,10,4.16,5,5.99
19,7.39,8.0,1,34,0,2,7.58,4,4.78
22,9.99,7.52,0,42,1,10,4.29,7,2.73
21,2.94,3.46,0,17,0,7,6.53,5,2.53
27,2.09,3.43,1,24,0,8,4.66,2,2.9
41,9.29,7.35,1,15,1,30,2.98,7,4.86
52,3.58,2.24,1,17,0,6,7.33,5,3.98
16,3.33,3.42,0,45,0,4,7.07,4,0.51
32,9.38,8.31,0,3,0,14,3.15,5,4.08
49,1.0,4.04,1,18,1,9,4.18,7,2.68
6,9.86,6.76,0,16,1,22,6.34,2,3.28
9,2.4,2.28,0,15,0,17,4.37,4,2.06
36,1.42,2.88,0,21,0,19,7.0,4,2.97
13,10.0,5.92,0,43,1,18,4.0,4,0.79
10,7.43,6.01,0,21,0,17,3.17,5,3.43
8,5.66,3.66,1,16,0,10,7.66,5,2.52
10,1.0,3.97,0,38,1,15,2.12,4,1.34
7,2.63,2.81,1,27,1,12,6.78,3,0.72
23,5.41,6.9,0,28,1,4,3.01,2,2.73
39,9.35,8.72,1,10,1,17,5.68,3,9.41
26,9.02,6.77,1,40,1,5,9.82,4,2.39
27,1.22,1.66,1,4,1,23,1.58,9,0.43
9,1.0,2.41,1,47,0,5,3.27,2,1.39
37,9.6,7.66,0,0,0,8,6.06,6,7.04
43,2.51,3.85,1,26,1,6,3.26,3,2.73
2,1.0,1.82,1,29,0,24,6.63,1,0.0
40,9.53,8.47,1,25,1,22,7.31,5,6.63
32,1.44,3.13,1,9,1,19,3.13,4,2.78
34,8.76,6.91,0,46,0,9,8.7,6,4.41
21,1.0,1.89,1,28,0,18,8.33,9,1.8
34,4.83,4.71,1,27,0,24,2.84,4,2.56
10,4.78,4.05,1,0,0,12,4.14,6,3.99
32,8.74,7.31,1,48,1,6,4.74,1,5.07
16,8.36,7.1,0,28,0,19,4.47,9,2.25
52,9.82,8.15,1,40,1,25,3.31,7,4.87
28,1.06,4.4,1,12,0,22,3.02,2,3.39
30,4.33,4.46,1,7,1,24,4.73,10,2.75
41,9.69,8.82,0,25,0,16,7.16,3,5.6
20,9.99,8.22,0,19,0,25,4.05,6,2.88
6,7.61,6.33,0,14,0,28,6.44,8,2.9
18,7.67,6.48,1,47,0,12,6.61,7,7.38
11,4.61,4.7,1,2,1,11,3.54,11,2.88
49,9.73,8.12,1,21,1,9,3.1,8,5.47
13,8.46,6.12,1,52,0,4,2.26,4,3.48
9,1.0,1.13,1,0,0,3,5.22,8,1.57
36,4.63,5.43,1,7,1,47,7.23,7,2.13
53,8.39,7.93,1,18,1,1,5.91,8,4.3
55,9.64,8.53,1,19,0,11,7.44,6,6.21
24,5.94,5.72,1,22,0,30,4.34,4,4.0
9,1.97,3.95,0,16,0,8,1.93,6,0.25
32,5.67,6.12,1,30,0,7,2.73,2,1.75
43,3.92,5.14,1,25,0,4,2.56,3,3.64
30,8.39,6.18,1,26,0,12,6.27,11,5.22
11,4.47,3.58,0,18,0,24,5.22,7,1.71
48,8.54,6.73,1,22,0,10,3.58,1,6.58
8,10.0,7.98,0,36,0,13,2.29,11,2.39
3,5.73,5.2,1,14,0,20,3.7,9,0.21
17,9.91,6.07,0,45,0,6,5.56,6,7.13
29,5.24,6.87,0,21,0,4,3.87,9,5.53
25,1.13,2.4,0,4,0,23,3.9,5,0.77
9,1.9,3.31,0,21,0,12,5.36,4,0.51
40,9.98,9.24,1,2,1,4,3.93,5,6.36
8,2.29,1.03,0,48,0,39,9.42,4,0.0
15,1.0,2.09,1,26,1,3,7.18,4,3.13
41,1.0,2.21,0,7,0,10,2.59,4,2.16
31,8.64,6.85,0,18,0,53,8.16,4,4.9
52,6.27,5.59,1,40,1,15,4.29,6,4.15
42,1.82,4.54,0,27,0,28,5.94,2,2.92
25,9.79,8.55,0,26,0,6,9.01,10,6.26
36,2.66,4.55,0,29,0,18,1.47,7,4.77
9,6.68,6.06,0,33,0,11,6.91,2,3.29
27,1.0,1.2,0,15,0,15,7.66,8,0.0
16,6.21,3.65,1,41,1,7,7.81,4,3.61
8,2.19,1.79,0,43,0,13,6.47,4,0.63
51,9.99,8.36,0,38,1,40,2.72,2,2.35
14,1.0,2.63,0,36,0,17,3.92,5,1.69
11,1.0,2.39,0,26,0,30,5.21,9,0.94
10,9.14,7.12,0,4,1,23,2.29,5,0.0
25,2.09,5.27,1,1,0,35,4.75,6,3.53
15,2.07,2.42,0,1,1,29,7.51,4,1.08
48,4.21,5.45,1,5,0,39,4.31,3,3.6
35,4.83,4.9,0,14,0,13,7.54,7,3.58
18,10.0,7.94,1,15,0,15,4.36,11,5.01
25,1.0,3.78,1,4,0,10,5.24,4,3.48
45,1.0,4.06,0,32,0,4,4.95,7,4.05
17,1.0,2.36,0,36,0,35,2.6,6,0.35
31,9.23,8.34,1,22,0,6,3.43,4,5.44
41,8.94,7.73,0,55,0,2,5.75,5,5.06
9,7.94,6.77,1,2,0,9,7.26,6,5.98
50,9.84,8.11,1,18,1,23,2.99,4,5.93
45,1.0,1.91,0,17,0,33,6.71,9,1.83
20,1.0,2.29,0,12,1,23,5.06,6,0.78
26,2.52,2.93,0,27,0,21,4.46,5,0.84
37,1.0,3.5,0,3,0,54,3.0,4,0.4
31,7.74,6.55,1,2,0,4,4.86,5,3.71
62,2.14,1.98,0,17,1,15,5.69,8,1.17
24,2.46,2.75,0,47,1,8,7.36,2,1.41
22,9.24,4.34,0,20,0,19,2.43,6,3.21
31,9.96,7.48,0,16,0,9,5.22,6,7.2
33,8.97,7.42,1,22,0,1,5.83,10,6.27
6,5.84,5.37,1,7,1,19,5.88,4,3.04
45,1.87,5.1,0,39,0,18,4.94,5,2.02
55,4.72,5.41,1,38,1,8,4.15,6,3.53
12,1.28,3.3,1,8,1,9,1.05,6,2.14
47,6.63,4.33,1,4,1,5,1.14,3,3.89
10,5.16,4.73,0,28,0,12,7.78,5,0.61
27,2.98,3.3,0,2,1,78,1.72,6,2.65
47,1.0,1.81,0,33,0,43,4.04,6,2.28
4,9.1,6.66,0,32,0,10,5.55,6,3.83
45,10.0,6.19,0,18,0,14,6.43,4,4.89
34,9.18,6.23,1,5,1,7,10.0,6,4.87
25,10.0,8.87,0,29,0,29,6.81,3,5.89
7,3.36,3.87,0,20,1,3,9.54,3,3.24
22,1.0,2.09,1,22,1,5,5.9,2,0.04
24,1.77,3.06,0,12,1,7,3.74,5,0.32
30,3.46,5.25,1,3,0,6,6.46,6,2.0
24,3.83,4.3,0,22,1,4,3.94,8,5.98
12,4.23,5.08,1,14,0,8,4.2,7,1.9
36,2.47,2.64,0,4,1,14,6.01,6,2.52
20,6.9,5.52,1,8,0,7,4.38,5,5.22
29,8.7,7.58,1,28,1,4,8.18,5,3.82
14,9.92,9.84,1,22,0,9,6.68,10,6.2
31,9.78,9.3,1,19,1,15,4.12,4,5.74
21,5.38,5.81,0,17,0,4,5.23,2,1.44
42,5.5,5.45,1,7,1,18,3.11,5,3.81
24,7.91,8.15,1,25,0,2,3.27,6,4.45
29,5.21,5.92,1,14,1,9,7.33,8,4.7
38,1.84,1.0,0,24,0,8,4.78,6,1.51
8,3.98,3.34,0,16,1,1,3.05,4,3.58
44,7.59,6.89,1,2,0,46,5.79,4,5.15
26,1.0,1.0,0,4,0,13,2.49,8,1.49
10,9.98,7.09,0,47,1,7,2.89,7,4.88
28,1.12,1.97,0,5,1,1,4.0,2,0.0
53,2.08,2.99,1,5,1,20,5.27,6,4.01
11,1.0,2.31,0,6,1,8,3.87,8,6.11
28,3.73,3.95,0,22,0,20,4.14,4,3.11
13,1.0,3.43,0,39,0,7,4.92,3,2.48
25,1.0,2.33,0,6,0,21,5.95,7,2.11
12,6.79,5.69,1,16,0,3,8.71,6,3.17
52,9.87,6.57,0,6,0,34,1.8,3,3.54
38,8.0,7.82,1,24,1,11,4.17,5,6.55
38,5.92,4.88,1,7,0,15,3.52,6,3.89
39,1.0,1.51,0,7,0,22,8.03,4,3.01
12,1.0,2.81,0,22,0,13,6.08,4,0.64
55,4.78,4.1,1,49,0,20,8.39,3,4.81
7,9.99,7.47,0,8,0,3,7.93,7,3.4
14,9.95,8.23,1,24,0,13,3.58,5,5.46
25,1.0,2.27,1,10,1,29,9.91,5,2.37
24,1.0,4.91,1,16,0,12,5.08,5,2.64
42,9.97,7.91,1,16,1,33,4.55,5,6.6
30,1.0,3.22,0,50,0,12,1.95,1,1.17
27,7.72,4.69,1,32,0,13,5.8,4,3.02
21,3.25,3.09,0,16,0,4,4.64,6,0.36
36,8.81,6.2,1,20,1,4,6.71,9,4.77
28,4.88,3.97,0,16,1,14,2.77,5,1.01
21,5.83,5.91,0,24,0,11,3.85,2,3.2
5,9.6,8.8,1,16,0,1,3.54,7,4.72
44,9.79,8.22,0,6,0,26,9.41,6,6.36
25,1.97,2.95,0,21,0,3,4.37,2,2.43
24,9.97,7.35,0,9,1,13,2.77,4,4.9
9,9.75,8.96,1,25,0,13,1.52,3,5.12
17,1.0,4.67,1,17,0,24,6.0,7,1.21
26,8.71,7.36,0,29,1,36,6.33,6,2.86
0,7.26,7.29,1,46,0,36,2.93,5,3.5
44,7.88,7.07,1,34,1,12,4.54,2,4.77
10,3.66,4.95,0,3,1,28,7.94,4,2.73
30,1.0,1.44,0,14,0,16,5.03,1,2.61
54,4.32,4.1,0,23,0,13,5.03,4,4.46
21,9.65,8.18,0,34,0,8,3.51,9,4.82
23,5.01,6.22,0,19,1,6,5.81,5,3.22
19,7.44,5.65,0,4,1,24,6.01,3,4.3
4,9.74,5.81,1,20,0,5,3.43,4,2.49
48,1.06,2.14,0,45,1,14,3.97,4,0.0
16,8.81,8.3,0,38,1,25,6.4,5,3.75
40,1.0,1.02,0,16,0,6,4.95,4,2.88
5,3.57,2.97,0,25,0,13,5.05,7,0.78
12,6.03,5.77,1,5,1,10,2.98,6,2.78
19,1.0,2.48,1,19,0,12,4.18,7,1.21
15,1.0,3.19,0,16,1,15,4.01,7,0.57
12,1.0,1.37,1,5,1,10,7.24,6,2.21
43,1.0,2.28,0,7,0,29,3.22,9,2.57
25,2.9,4.93,1,48,1,2,5.43,2,1.82
47,9.03,6.22,0,12,0,21,8.28,3,5.87
7,7.7,8.1,0,37,1,10,5.31,3,2.34
42,7.47,5.42,1,7,0,3,5.53,0,7.41
48,3.7,5.07,1,27,1,10,5.13,2,2.44
55,1.0,2.23,0,15,1,48,4.98,5,3.31
25,1.0,1.46,1,51,0,6,5.66,7,0.77
41,8.57,6.65,1,13,0,6,2.98,8,3.25
26,1.67,3.55,0,25,0,15,4.92,2,2.46
5,8.43,7.05,0,4,0,21,3.61,6,4.67
18,5.24,6.26,1,52,0,25,4.12,5,2.53
38,9.46,9.11,1,3,1,27,7.89,10,5.44
24,6.7,4.84,0,4,1,10,4.01,3,4.32
50,5.51,4.05,0,19,0,17,3.07,4,4.62
20,7.7,5.31,0,12,1,1,6.65,3,4.5
0,1.0,1.7,0,0,0,11,8.29,10,2.4
7,9.63,8.88,0,6,1,22,5.09,3,2.94
32,8.67,7.76,0,47,0,3,8.39,9,5.29
22,8.75,6.71,1,6,0,18,4.47,8,5.3
5,2.32,3.38,1,1,0,5,6.18,3,2.74
31,2.93,5.16,1,6,1,2,4.85,7,3.33
8,5.81,7.4,0,32,0,6,4.25,7,0.83
21,4.34,4.86,0,6,0,17,4.35,1,2.59
10,4.29,1.91,1,49,0,20,5.7,6,2.82
52,8.56,7.43,1,42,0,6,7.43,5,3.34
41,2.85,4.64,0,27,0,64,7.13,3,4.08
30,4.66,5.02,1,19,1,18,3.22,5,0.05
15,9.96,8.7,0,18,0,8,5.27,4,5.48
7,9.93,8.31,1,20,0,9,2.93,6,3.67
17,2.42,2.22,0,29,0,35,4.74,3,2.44
25,9.02,6.52,1,36,0,24,8.01,6,4.97
25,7.78,6.35,0,18,0,11,9.37,6,3.33
4,1.0,3.67,0,18,0,11,5.24,1,0.0
23,5.1,4.29,0,5,0,1,1.74,6,2.43
48,2.91,4.2,1,12,0,35,4.06,2,3.57
48,9.92,8.26,1,14,0,5,4.23,6,0.0
12,5.49,6.88,1,8,0,8,3.12,4,1.46
27,8.28,6.93,1,0,0,9,6.76,4,5.85
7,9.67,6.05,0,6,1,46,5.33,7,2.59
7,9.77,8.51,1,18,1,13,6.51,7,3.81
33,6.85,8.25,1,41,0,26,7.41,4,4.68
18,2.52,4.22,0,27,0,1,2.92,6,1.55
25,2.74,2.86,0,19,0,8,9.59,10,3.55
23,1.0,1.52,1,6,1,19,4.16,4,0.0
35,3.45,3.12,0,5,0,12,5.62,6,1.85
45,1.78,5.07,1,4,0,57,5.65,6,3.1
4,4.85,4.58,1,18,0,22,3.86,6,1.07
21,3.04,3.16,0,23,0,19,2.88,8,2.14
27,7.14,6.12,0,34,0,6,7.09,7,3.92
13,8.68,6.89,0,14,1,24,2.0,5,2.67
31,1.47,4.45,1,20,0,36,3.69,5,2.02
19,4.47,3.67,0,5,0,12,5.68,5,0.47
12,5.91,6.73,0,0,1,15,7.14,4,3.41
17,9.68,7.93,1,4,0,45,5.48,5,2.38
8,1.0,3.81,0,13,0,27,6.44,6,2.83
27,9.14,9.07,1,23,0,8,2.82,6,5.35
39,3.09,3.94,0,0,0,44,2.91,2,2.82
31,5.45,4.96,1,29,1,20,3.51,5,3.38
16,3.24,4.01,0,18,0,16,4.06,10,0.89
10,6.01,5.51,1,2,1,31,6.09,4,5.71
14,8.47,5.43,0,18,1,22,2.17,6,0.03
24,6.94,7.72,1,44,0,9,4.19,3,4.63
36,1.4,3.08,1,24,0,22,4.67,4,2.49
13,2.21,2.16,0,18,0,7,5.12,7,1.2
51,2.45,1.4,1,0,1,31,5.32,9,3.86
14,4.95,2.64,0,30,0,13,3.82,7,1.43
24,2.75,4.42,1,42,0,3,6.45,5,3.62
39,1.0,1.98,1,24,1,10,3.93,1,2.43
29,1.0,2.15,0,8,0,26,3.72,4,3.4
53,7.34,6.89,1,20,0,10,5.18,5,3.86
49,1.0,2.08,1,24,0,16,3.5,3,4.44
18,9.56,8.28,1,10,0,1,9.61,6,5.82
39,1.0,2.7,0,25,0,10,5.29,8,2.85
7,1.77,2.98,0,7,1,2,4.01,4,0.0
30,9.98,6.42,0,2,0,10,6.36,4,4.72
19,9.77,7.04,1,24,0,24,4.2,3,4.78
33,9.57,8.34,0,22,0,12,5.86,4,0.77
22,1.71,2.34,1,6,1,9,7.64,5,1.92
19,9.5,8.9,1,26,1,2,4.36,6,5.26
13,2.89,6.08,0,42,0,5,5.33,3,2.3
65,1.06,3.29,0,4,0,5,2.1,8,4.32
16,1.0,4.09,0,14,1,19,5.39,3,0.9
6,10.0,8.72,1,18,0,11,6.1,2,4.66
11,4.71,4.29,1,21,0,22,6.82,7,1.53
12,5.71,5.62,1,5,0,24,8.39,5,4.26
56,9.58,9.76,1,5,0,13,2.79,1,5.69
5,9.84,7.38,1,47,0,11,3.95,5,4.07
55,7.62,5.54,1,46,1,19,8.38,5,4.59
21,9.4,6.51,0,39,0,8,1.84,9,0.01
3,2.34,3.19,0,33,0,2,1.68,5,1.02
52,9.76,6.85,0,21,0,22,3.18,3,5.75
34,6.66,7.67,0,57,0,11,3.19,8,4.37
43,5.54,5.54,1,21,0,21,7.78,3,4.01
16,9.84,8.87,1,37,0,7,9.96,6,5.0
51,1.0,2.3,1,6,0,7,1.48,9,2.53
7,9.99,6.85,0,44,0,26,2.3,3,3.8
52,1.0,1.29,0,6,0,3,5.25,10,2.17
30,8.55,6.22,1,9,1,5,4.73,4,4.0
16,7.8,7.03,1,21,0,4,5.34,4,5.55
6,1.0,3.12,0,26,1,20,4.75,5,1.4
25,4.08,5.05,0,5,0,21,2.39,2,1.67
6,1.0,1.11,0,52,0,6,2.81,1,0.0
13,6.02,5.61,0,26,0,18,3.71,5,3.42
15,4.9,3.92,1,47,0,4,5.73,5,3.3
29,2.45,3.87,1,46,0,31,5.12,3,1.0
61,4.18,4.99,1,31,0,8,5.62,3,3.81
49,9.99,6.82,0,25,0,12,4.58,6,5.27
32,1.0,3.57,1,2,0,9,8.71,2,3.63
34,8.73,9.58,1,21,1,16,10.0,5,4.67
20,9.03,8.25,1,18,0,13,5.37,6,5.81
31,4.57,4.58,0,30,0,22,6.54,5,3.04
60,9.96,7.66,1,26,1,10,6.89,8,6.61
12,2.38,3.22,1,11,0,9,5.04,10,1.55
30,2.48,2.73,0,16,1,3,7.39,3,4.78
18,6.54,6.18,1,8,1,24,5.78,2,2.11
34,1.0,1.46,0,29,0,7,3.52,11,1.98
43,6.11,3.78,0,0,0,5,3.88,2,6.25
25,4.66,5.02,1,18,1,1,4.87,4,3.84
52,1.0,2.62,0,9,0,31,3.04,8,1.68
51,7.07,5.67,1,32,0,27,5.63,5,4.91
26,2.36,2.14,0,19,0,5,6.74,6,2.74
8,9.78,8.16,1,8,0,37,9.31,5,4.77
22,1.0,1.61,1,24,1,47,6.63,4,2.19
53,1.09,2.52,0,57,0,10,6.24,7,2.72
12,2.16,5.06,0,40,0,35,6.01,2,2.0
23,8.15,7.54,0,3,0,3,4.23,1,4.68
32,6.39,4.47,1,14,0,23,4.22,4,4.28
43,6.03,4.34,1,3,0,12,6.09,3,3.75
5,1.0,2.75,1,1,1,14,3.19,4,0.0
37,10.0,6.62,0,11,1,21,4.28,1,5.46
35,5.5,3.3,0,10,0,12,7.38,3,4.98
8,8.99,7.93,0,40,0,13,3.41,7,4.44
16,3.5,4.42,1,60,0,9,3.76,5,1.07
36,4.31,5.04,1,2,0,22,3.98,3,3.36
10,7.82,6.96,1,3,0,20,8.82,5,4.06
38,7.23,6.27,1,16,1,13,2.96,1,4.72
23,2.32,2.73,1,16,0,41,3.94,3,1.85
2,2.11,3.78,1,46,1,5,3.13,6,0.51
42,2.8,5.21,0,44,0,8,3.21,4,2.82
23,1.37,2.32,0,24,1,9,7.73,4,2.03
28,6.89,5.11,1,26,0,6,3.74,10,2.52
26,9.36,6.48,1,48,1,9,5.01,5,4.02
16,2.28,2.5,0,1,1,8,5.19,8,1.62
15,3.52,4.32,1,35,1,2,4.0,7,2.16
26,1.96,1.04,0,5,1,7,5.78,3,0.0
46,1.0,3.04,0,38,1,31,4.0,5,0.0
9,9.97,8.62,0,7,0,9,3.23,3,5.04
21,7.26,4.56,0,20,0,40,4.53,5,4.2
26,1.0,1.62,0,23,0,9,8.12,3,4.5
49,1.79,3.16,1,16,0,16,3.73,3,3.99
1,2.13,3.14,0,42,1,21,4.34,2,0.0
39,6.19,6.24,1,24,0,7,3.88,4,4.28
23,1.0,2.46,1,19,0,18,4.78,1,2.12
11,9.98,9.25,1,33,0,15,4.52,3,4.36
15,9.44,7.34,1,39,0,5,3.38,1,5.62
6,6.06,4.66,0,4,0,13,5.96,11,3.61
21,1.82,2.03,1,29,0,34,4.02,3,2.86
21,9.71,8.56,1,35,0,10,4.51,5,5.24
36,6.82,6.12,1,13,0,40,3.47,5,4.76
22,1.0,3.23,1,13,0,9,6.64,7,1.67
13,5.48,5.9,1,14,1,17,5.18,7,1.71
17,9.18,5.49,1,24,1,10,3.13,1,5.55
49,1.0,1.46,0,27,0,15,1.35,2,2.13
1,4.22,3.51,1,12,0,11,2.94,5,1.22
7,1.23,1.92,1,52,0,39,4.33,4,0.0
8,4.44,4.24,1,14,1,21,2.99,9,1.84
61,1.82,4.09,1,7,0,30,4.39,9,0.0
23,1.83,4.3,1,21,1,26,2.47,5,2.16
9,5.99,5.3,1,23,1,2,5.51,8,1.46
25,9.17,7.25,1,14,1,17,4.9,7,3.26
45,8.22,6.22,1,10,1,25,3.24,7,7.06
29,6.73,6.13,1,2,1,7,5.69,5,4.08
48,7.88,6.93,0,43,1,12,8.15,1,6.85
10,1.0,3.41,0,29,1,4,3.19,4,2.08
15,1.0,3.4,0,31,0,41,3.94,2,1.83
7,7.34,4.1,1,19,1,19,5.64,5,4.12
14,1.0,2.45,1,16,1,15,3.23,2,2.29
13,1.89,4.52,1,19,0,6,7.01,7,1.88
35,8.54,6.68,1,10,0,5,7.05,5,6.21
0,1.15,3.83,1,51,1,6,2.47,8,0.87
8,1.0,2.29,1,20,0,4,3.84,6,1.08
24,6.93,6.34,0,24,1,10,10.0,3,4.38
46,9.36,6.48,1,4,0,24,3.55,4,5.36
25,8.48,5.99,1,20,1,17,4.05,6,6.27
18,4.06,5.16,0,49,0,12,3.13,5,5.13
9,7.1,7.14,1,41,0,13,4.97,5,1.07
2,3.0,3.83,0,20,1,7,3.59,3,3.75
58,9.86,6.69,0,33,0,4,5.07,2,5.25
41,1.97,3.23,1,17,1,19,3.76,7,2.57
7,6.28,7.03,0,14,0,14,1.34,3,5.34
60,3.18,5.65,0,16,1,3,1.79,4,4.65
16,6.21,5.41,0,26,0,41,6.88,5,1.79
33,1.0,1.0,1,29,0,1,8.19,6,0.97
17,8.76,8.09,1,13,1,34,3.42,10,5.24
24,3.62,3.89,1,43,0,3,7.81,5,2.29
28,7.38,7.37,1,4,1,8,2.96,3,5.05
30,2.62,3.85,1,9,1,34,1.94,5,1.5
22,5.76,4.57,1,5,0,14,4.01,2,3.5
0,9.23,7.6,1,19,0,10,6.29,6,7.57
29,8.81,8.59,1,16,0,11,6.98,4,5.3
39,3.09,3.71,0,0,0,5,2.94,2,4.91
7,9.79,6.84,1,23,0,8,4.96,6,7.12
20,4.17,2.91,1,21,0,14,7.79,2,2.92
35,1.72,2.26,0,43,1,8,4.74,0,3.46
18,8.6,6.75,1,35,0,8,3.22,3,4.63
30,1.34,3.63,0,19,0,22,1.51,1,1.18
25,3.44,2.94,1,7,0,13,8.27,5,2.95
58,1.0,4.15,1,7,0,31,7.28,2,4.09
2,1.0,1.26,0,30,1,12,3.3,5,1.57
15,1.0,4.93,1,16,0,3,10.0,7,3.02
23,1.0,4.33,0,0,1,10,4.51,8,1.99
38,1.78,3.21,1,21,1,9,6.35,4,3.23
26,6.39,4.19,1,47,0,42,4.54,10,5.53
25,1.0,2.54,1,18,1,37,1.73,7,0.45
26,3.98,4.0,0,16,1,9,8.82,7,3.08
30,8.14,5.61,0,3,1,3,7.67,7,5.0
30,9.99,8.28,1,31,0,5,4.69,5,7.77
11,1.0,1.78,1,49,0,6,0.97,6,1.57
52,6.02,4.9,1,45,0,19,5.88,7,4.13
11,1.0,2.4,1,21,0,10,1.6,1,0.0
27,3.39,3.46,1,19,0,19,3.18,5,3.18
4,1.0,4.68,0,15,1,26,4.32,5,1.24
22,2.87,3.19,0,14,0,34,9.05,4,3.21
28,1.0,3.04,1,3,0,12,6.58,5,2.39
25,2.25,3.5,0,32,0,5,3.14,8,0.0
5,1.0,2.95,0,16,0,24,7.44,8,2.31
25,1.29,3.2,1,19,0,34,1.85,2,1.72
29,1.0,3.48,1,39,1,13,4.01,7,0.0
15,1.0,2.87,0,35,1,14,4.26,5,0.0
42,1.0,2.82,0,22,0,4,5.25,9,5.49
32,9.45,7.73,1,4,0,11,1.9,4,5.47
39,9.98,7.85,1,21,1,2,3.29,6,5.94
39,1.0,1.69,1,34,0,23,6.78,5,3.27
19,1.0,2.54,1,23,0,14,9.98,6,1.89
53,6.7,6.26,1,35,0,11,3.94,6,0.0
37,9.12,7.87,0,9,0,8,2.93,2,5.22
29,8.57,7.32,1,18,1,2,3.41,9,4.15
22,9.73,7.6,0,19,1,2,3.77,8,5.31
11,7.51,6.45,0,22,0,13,2.61,9,3.42
39,1.11,2.11,1,46,0,15,6.17,4,2.0
33,5.66,5.71,0,24,0,16,6.08,5,3.98
45,5.93,5.34,1,10,0,47,5.62,2,4.62
16,2.28,3.55,0,23,1,1,4.91,4,1.54
54,9.98,8.99,1,19,0,4,6.98,3,5.63
9,9.85,7.2,1,17,0,41,6.18,4,5.23
23,1.0,3.2,1,38,0,8,10.0,5,4.49
13,1.0,2.63,0,9,0,36,5.52,4,2.38
